frame,read_ms,track_ms,yolo_pre_ms,yolo_inf_ms,yolo_post_ms,ids_ms,draw_ms,diag_ms,n_tracks,n_small,n_blur,n_occluded_pairs
655,2.769,138.513,11.551,104.622,14.409,4.918,8.926,4.203,21,10,0,0
656,3.02,120.355,7.96,100.955,3.736,4.341,9.126,3.806,21,10,0,0
657,2.909,118.607,9.705,97.863,3.187,4.703,8.029,3.991,21,10,0,0
658,2.777,140.701,8.085,122.038,2.688,4.4,9.748,4.252,21,10,0,0
659,3.491,126.744,10.067,103.918,4.747,4.57,8.874,4.654,20,10,0,0
660,3.275,128.628,8.775,106.285,3.345,4.914,8.872,4.192,20,10,0,0
661,3.663,123.963,9.066,101.827,3.71,4.21,11.132,4.139,21,10,0,0
662,3.424,132.007,9.754,110.702,3.308,4.769,8.953,4.105,21,10,0,0
663,3.005,129.03,9.799,106.566,3.446,5.107,8.765,4.42,22,11,0,0
664,3.264,120.254,8.899,100.05,2.942,4.52,8.996,3.411,22,11,0,0
665,2.986,118.459,8.9,97.506,3.223,4.969,8.572,3.563,21,10,0,0
666,3.4,125.286,10.722,103.073,3.144,4.588,9.847,3.886,22,10,0,0
667,5.01,121.852,9.439,99.926,3.316,4.736,9.888,3.744,22,10,0,0
668,3.33,125.216,8.648,105.334,2.735,4.803,9.701,3.741,21,8,0,0
669,3.264,124.742,10.28,103.43,3.087,4.36,8.816,3.68,21,8,0,0
670,3.588,120.896,8.913,100.704,2.754,4.321,9.239,3.796,21,8,0,0
671,3.292,118.923,10.535,97.035,2.74,4.666,9.019,3.724,21,8,0,0
672,2.933,123.408,8.987,102.442,2.928,4.862,9.195,3.588,22,9,0,1
673,3.359,114.166,9.364,93.482,3.422,5.089,11.012,4.062,23,10,0,1
674,2.879,120.419,8.714,100.184,3.199,5.031,9.312,3.804,23,10,0,1
675,2.887,119.654,9.136,99.008,3.122,4.674,8.791,3.828,23,10,0,1
676,3.195,122.356,9.06,102.426,2.812,5.252,9.206,3.957,23,10,0,1
677,2.823,119.093,9.282,97.982,2.896,5.524,8.927,4.328,23,11,0,1
678,3.361,123.021,8.957,102.415,2.956,5.189,9.375,3.727,23,11,0,1
679,2.847,119.706,10.216,97.09,3.333,4.592,9.853,3.82,23,11,0,1
680,3.146,119.267,8.173,100.202,3.021,4.709,9.362,3.602,24,12,0,1
681,3.221,127.828,9.092,107.452,2.911,5.333,8.843,3.75,24,12,0,1
682,3.216,120.961,9.0,100.652,3.032,5.173,9.167,3.796,24,12,0,1
683,3.174,116.396,9.257,95.729,2.952,5.197,10.023,4.145,22,11,0,0
684,2.974,117.948,8.814,97.485,3.15,5.543,9.301,3.494,23,12,0,0
685,3.414,115.467,9.0,95.379,3.05,5.086,11.439,3.817,23,12,0,0
686,3.156,121.001,8.91,100.707,2.803,4.55,9.798,3.703,23,12,0,0
687,3.284,117.724,9.052,97.11,2.956,5.0,9.025,3.74,24,13,0,0
688,2.844,121.916,9.561,101.325,3.067,5.58,9.887,3.432,24,13,0,0
689,3.155,113.979,9.292,93.259,2.956,4.523,9.622,3.509,23,12,0,0
690,2.558,116.214,7.543,97.847,3.112,4.835,9.22,3.497,22,12,0,0
691,3.17,116.483,9.611,94.744,2.8,5.64,9.608,3.869,24,12,0,0
692,3.311,119.032,8.449,99.029,2.947,5.001,9.638,3.877,24,12,0,0
693,2.873,114.475,8.878,93.935,2.98,5.101,8.949,3.379,24,12,0,0
694,3.227,119.989,8.555,100.568,2.893,4.865,9.188,3.27,23,12,0,0
695,2.845,115.375,8.746,95.148,3.323,4.924,9.528,3.312,22,11,0,0
696,3.364,120.515,9.297,99.976,3.136,4.776,9.368,3.371,22,12,0,0
697,2.947,117.973,9.993,97.163,2.904,4.526,10.462,3.984,21,12,0,0
698,3.415,122.358,9.971,100.375,3.607,5.125,9.588,3.397,21,11,0,0
699,3.406,122.374,12.895,97.851,3.695,4.749,8.998,3.621,21,10,0,0
700,3.396,121.732,8.906,101.649,3.018,4.805,9.418,3.586,22,11,0,0
701,3.183,134.369,11.12,109.746,3.784,5.07,9.049,3.445,21,10,0,0
702,3.297,121.225,10.347,99.044,3.242,5.194,8.696,3.692,22,12,0,0
703,2.404,114.915,8.059,94.5,3.394,5.055,8.938,12.752,23,13,0,0
704,2.995,124.119,7.856,102.646,3.46,5.295,9.716,3.145,23,10,0,0
705,3.139,124.093,10.914,101.626,2.916,5.955,8.391,3.974,24,11,0,0
706,3.444,131.031,10.693,107.898,3.444,5.355,9.454,3.51,24,11,0,0
707,3.256,124.628,10.879,102.235,2.557,5.59,9.098,4.181,24,11,0,0
708,2.92,127.597,9.311,106.265,3.045,5.499,9.23,4.389,24,11,0,0
709,3.176,127.701,12.351,103.024,3.157,5.737,11.479,4.197,25,12,0,0
710,3.429,117.302,8.161,98.334,2.755,5.268,9.948,4.22,25,12,0,0
711,3.454,114.582,8.684,93.654,3.418,5.791,9.092,4.259,25,12,0,0
712,3.294,119.859,8.131,99.915,3.084,5.202,10.184,4.566,25,12,0,0
713,3.346,119.74,8.853,98.341,3.304,6.161,9.563,4.805,26,13,0,0
714,2.785,119.55,10.097,97.254,3.117,5.333,9.655,4.167,25,12,0,0
715,3.445,117.107,9.849,94.892,2.966,5.32,9.203,3.719,25,12,0,0
716,3.608,121.941,9.016,101.127,3.068,5.934,9.924,4.26,25,11,0,0
717,3.204,117.726,9.487,95.389,3.569,5.396,9.089,3.698,26,12,0,0
718,3.252,119.996,9.176,98.32,3.338,5.264,10.004,3.991,26,12,0,0
719,3.332,118.507,9.9,96.649,3.044,4.917,10.136,3.852,25,12,0,0
720,3.196,118.293,8.435,98.266,3.078,5.354,10.222,4.215,25,11,0,0
721,3.16,121.162,11.373,98.091,2.809,5.512,11.509,4.239,25,11,0,0
722,3.233,119.419,8.56,99.633,3.36,5.223,10.009,4.053,24,10,0,0
723,3.186,115.7,9.713,94.399,3.453,5.206,9.193,3.865,24,10,0,0
724,2.991,118.515,8.5,98.837,2.943,4.93,9.879,3.973,23,9,0,0
725,3.328,117.194,9.479,96.539,2.967,4.59,9.858,4.081,24,10,0,0
726,3.214,119.386,8.895,98.532,3.203,5.124,9.668,3.95,24,10,0,0
727,3.313,115.659,9.393,95.235,3.066,4.949,9.768,3.788,23,10,0,0
728,3.372,118.342,8.963,97.252,3.212,5.257,10.037,3.469,24,11,0,0
729,3.33,117.714,9.975,95.837,3.009,5.689,8.935,4.021,25,12,0,0
730,3.129,120.207,8.466,99.764,3.289,5.009,9.442,3.966,25,12,0,0
731,3.292,117.872,9.258,97.033,3.262,5.173,9.672,4.271,24,11,0,0
732,3.12,118.417,8.322,98.606,2.86,4.858,8.449,3.445,23,10,0,0
733,2.02,115.255,8.302,94.926,3.096,5.455,11.574,3.466,25,12,0,0
734,2.91,119.244,8.846,98.651,3.202,5.651,9.872,3.999,25,12,0,0
735,3.371,119.197,10.037,96.687,3.181,5.567,9.35,3.849,26,13,0,0
736,3.255,119.6,9.791,97.374,3.301,5.524,10.457,3.877,26,13,0,0
737,2.949,115.963,9.496,95.179,3.1,5.483,10.115,4.35,26,13,0,0
738,3.148,119.048,8.514,98.764,3.114,4.917,9.659,3.617,26,13,0,0
739,3.324,119.262,9.237,97.99,2.975,5.16,9.707,3.631,24,12,0,0
740,3.337,118.524,8.97,98.463,3.075,4.775,9.963,3.585,23,11,0,0
741,3.038,118.913,10.508,96.062,3.627,4.817,9.085,3.154,23,11,0,0
742,3.471,122.041,9.26,101.471,3.058,4.852,9.597,3.317,23,11,0,0
743,3.04,123.876,11.273,100.608,3.099,5.405,9.739,3.558,25,13,0,0
744,3.093,121.227,9.144,100.356,3.003,5.429,9.671,3.68,25,12,0,0
745,3.297,115.428,9.372,94.535,2.944,5.097,11.053,3.635,25,12,0,0
746,3.432,117.373,8.435,97.4,3.183,5.463,10.402,3.701,24,12,0,0
747,3.273,114.304,9.426,93.534,3.152,5.551,8.66,3.75,24,12,0,0
748,3.134,118.558,7.746,99.111,2.985,5.191,9.575,3.487,24,11,0,0
749,2.888,117.881,9.159,96.394,2.952,5.132,10.184,3.121,24,11,0,0
750,3.498,121.197,9.177,100.341,2.503,5.4,9.248,3.671,25,11,0,0
751,3.222,117.571,9.259,96.243,2.857,5.561,10.575,3.863,25,12,0,0
752,3.183,118.627,8.986,97.774,3.2,5.387,9.706,18.25,25,12,0,1
753,2.731,116.404,9.531,94.942,3.154,5.048,9.243,3.567,25,12,0,1
754,3.053,122.209,10.569,100.135,2.944,5.243,9.853,3.81,25,12,0,1
755,3.33,120.802,10.857,98.859,3.042,5.709,9.588,4.0,25,12,0,1
756,3.171,119.157,8.764,98.339,3.054,4.662,10.353,3.751,24,12,0,1
757,3.44,118.799,10.173,95.962,3.576,4.96,11.723,3.716,24,13,0,1
758,3.073,119.84,8.331,100.143,2.972,4.683,10.035,3.659,23,11,0,0
759,3.251,117.003,9.811,95.056,3.136,5.224,9.727,3.755,23,11,0,0
760,3.345,117.845,8.779,97.606,2.908,5.436,10.358,3.968,23,11,0,0
761,3.44,117.61,10.106,95.906,3.043,4.966,9.746,3.657,23,12,0,0
762,3.246,119.806,8.888,99.13,3.279,4.801,10.283,3.989,22,11,0,0
763,3.241,119.05,11.479,96.745,2.769,5.12,9.311,3.865,22,11,0,0
764,3.498,121.349,9.146,99.794,3.807,4.685,9.931,4.536,21,11,0,0
765,2.897,116.12,10.591,94.56,3.219,4.699,9.051,4.547,21,11,0,0
766,3.456,117.495,8.103,98.473,2.855,5.027,9.44,4.851,22,12,0,0
767,3.011,116.178,9.468,95.353,3.223,4.751,9.524,4.904,22,12,0,0
768,3.28,118.587,8.04,98.822,2.891,4.86,9.227,4.944,22,12,0,0
769,3.431,118.92,10.135,96.699,3.241,5.223,11.731,5.209,23,12,0,0
770,2.934,120.129,10.059,98.756,3.19,4.567,9.469,5.295,22,11,0,0
771,3.42,116.023,8.893,95.786,3.163,4.899,8.83,5.542,22,11,0,0
772,3.527,117.188,9.158,96.956,3.109,4.73,9.314,5.597,22,11,0,0
773,3.406,117.374,9.166,96.483,3.188,5.083,9.867,15.652,23,12,0,0
774,3.33,118.193,8.434,98.164,3.172,5.079,10.219,6.014,23,11,0,0
775,3.317,118.657,9.629,96.787,3.179,5.331,9.971,5.572,23,12,0,0
776,3.143,119.962,8.017,100.517,3.204,5.738,9.883,3.862,24,12,0,0
777,3.151,119.199,9.887,97.503,3.202,4.679,9.281,3.842,24,12,0,0
778,3.293,130.378,9.451,108.921,2.951,5.37,10.097,4.219,24,12,0,0
779,3.45,116.504,8.773,95.426,3.135,5.809,9.804,4.169,25,12,0,0
780,3.472,120.75,9.271,99.364,3.211,5.978,10.368,4.318,25,12,0,0
781,3.452,119.327,10.765,96.767,3.228,5.323,11.397,4.089,25,12,0,0
782,2.988,117.058,8.588,97.125,3.079,5.117,9.827,4.366,25,12,0,0
783,3.433,118.086,10.505,95.62,3.314,5.419,8.956,4.26,25,12,0,0
784,3.402,123.301,9.617,101.738,3.764,5.064,10.055,4.803,25,12,0,0
785,2.961,122.362,13.117,97.219,3.207,4.891,9.96,4.466,25,12,0,0
786,3.346,120.957,9.164,99.436,3.178,5.374,9.625,4.149,25,13,0,0
787,3.313,122.589,12.696,98.267,2.954,5.284,9.838,4.345,25,13,0,0
788,3.379,119.771,9.811,98.882,3.03,5.322,10.651,4.561,25,13,0,0
789,3.34,116.179,9.998,94.397,2.939,5.268,8.845,3.541,24,13,0,0
790,3.42,122.26,9.792,99.75,3.49,5.745,10.147,3.912,26,13,0,0
791,3.267,118.68,9.978,96.335,3.25,5.2,10.723,3.734,25,13,0,0
792,3.135,119.529,8.661,98.934,3.039,4.655,10.61,3.857,25,12,0,0
793,3.473,118.516,10.883,95.159,3.258,5.247,11.192,3.881,26,13,0,0
794,3.362,121.102,8.743,99.603,3.495,5.93,10.562,4.254,27,13,0,0
795,3.186,120.978,10.763,98.43,3.021,5.828,9.441,4.357,27,12,0,0
796,2.974,119.009,9.084,97.321,3.176,5.669,10.659,4.009,27,12,0,0
797,3.39,119.607,9.31,97.321,3.533,5.653,10.317,3.947,26,12,0,0
798,3.439,117.332,8.178,97.481,3.214,5.611,10.492,3.769,26,12,0,0
799,3.025,118.395,9.099,96.481,3.294,5.586,9.735,3.741,27,13,0,0
800,2.987,121.479,8.845,99.812,3.343,5.344,10.037,3.847,27,14,0,0
801,3.62,127.854,9.471,105.687,3.88,6.231,9.907,3.721,27,14,0,0
802,3.591,117.748,9.269,97.242,2.92,5.012,9.894,3.627,26,14,0,0
803,3.08,115.661,9.085,95.121,2.973,5.353,8.535,3.327,25,13,0,0
804,3.379,128.03,8.373,106.153,3.929,5.65,9.939,3.808,24,13,0,0
805,3.539,129.579,11.322,106.287,3.462,5.783,11.447,3.513,24,11,0,0
806,3.304,129.496,10.426,107.283,3.4,4.715,9.34,3.553,24,11,0,0
807,3.521,124.013,10.074,101.937,3.279,5.712,9.59,3.918,23,10,0,0
808,3.537,127.868,10.69,104.977,3.439,4.92,9.69,3.999,23,10,0,0
809,3.527,124.97,11.703,101.653,3.106,5.457,9.548,3.524,23,10,0,0
810,3.55,122.328,9.568,100.768,3.48,5.346,9.537,3.767,23,10,0,0
811,3.297,118.967,12.246,96.176,2.785,5.943,9.894,3.978,23,10,0,0
812,2.988,120.739,8.205,99.931,2.956,4.952,9.529,3.568,23,10,0,0
813,3.527,121.415,9.866,99.057,3.214,5.289,8.602,3.597,24,11,0,0
814,2.814,120.31,9.194,99.475,3.688,5.232,9.169,3.698,24,11,0,0
815,3.242,123.214,12.634,97.964,3.583,5.387,9.544,3.728,25,11,0,0
816,3.39,120.918,10.551,96.673,4.966,5.355,9.344,3.269,25,12,0,0
817,3.345,116.669,9.99,94.404,3.364,5.238,11.118,3.797,24,11,0,0
818,3.097,121.434,8.604,101.16,3.722,4.879,10.338,4.493,25,12,0,0
819,3.45,123.52,10.389,100.031,3.723,5.716,9.218,4.086,25,12,0,0
820,2.87,122.725,9.171,101.3,3.337,6.046,9.306,13.87,25,12,0,0
821,3.168,125.538,11.248,100.848,3.647,5.145,9.478,3.446,24,13,0,0
822,3.39,121.675,9.69,99.467,3.528,5.363,9.336,3.79,25,14,0,0
823,3.087,120.485,10.702,97.244,3.462,5.429,9.43,4.48,25,14,0,0
824,3.455,122.83,9.307,100.556,4.098,5.566,9.81,4.311,25,14,0,0
825,3.258,122.126,10.106,99.215,3.547,5.471,9.186,4.759,25,14,0,0
826,3.167,121.2,8.665,99.957,3.796,5.05,9.458,4.451,25,14,0,0
827,3.055,118.628,9.814,96.383,3.127,5.262,9.191,3.736,25,14,0,0
828,3.082,122.59,8.136,101.672,3.263,5.492,9.742,3.632,26,14,0,0
829,2.819,117.804,9.881,96.23,2.954,5.273,11.2,4.58,26,14,0,0
830,3.369,120.429,8.745,98.796,3.532,5.939,9.733,4.254,26,14,0,0
831,2.955,117.224,9.03,96.209,3.035,5.2,9.283,4.091,26,13,0,0
832,2.978,118.346,7.841,98.375,3.174,5.746,9.663,4.28,26,14,0,0
833,3.396,119.47,10.279,96.223,3.057,5.909,10.516,4.386,27,15,0,0
834,2.955,120.78,8.972,99.038,3.089,5.711,9.67,4.251,27,15,0,0
835,3.229,121.774,11.606,98.713,3.022,4.91,9.827,4.078,26,14,0,0
836,3.339,120.712,8.279,99.515,3.368,5.371,10.05,3.462,26,15,0,0
837,2.789,118.959,10.08,96.826,2.878,5.138,9.127,3.849,28,16,0,0
838,2.991,121.105,8.692,99.761,3.347,5.611,9.822,3.953,27,15,0,0
839,3.161,119.387,8.367,98.766,3.032,6.122,9.917,4.072,28,16,0,0
840,2.92,121.227,10.086,99.239,2.899,5.923,10.166,3.862,28,15,0,0
841,2.805,119.244,10.061,97.617,2.838,5.232,11.07,3.633,28,15,0,0
842,3.017,122.161,9.401,100.188,3.297,5.108,10.074,3.369,27,15,0,0
843,2.738,125.294,10.018,102.84,3.047,6.033,9.165,3.409,28,15,0,0
844,3.28,128.769,8.762,98.878,3.567,7.449,11.074,4.366,28,15,0,0
845,3.243,128.657,9.797,104.69,3.852,6.165,9.916,3.501,27,13,0,0
846,3.024,118.119,8.082,97.213,3.167,5.405,9.759,2.95,25,12,0,0
847,3.222,117.861,10.114,95.399,2.991,5.996,9.277,3.262,28,15,0,0
848,3.363,121.244,8.829,99.353,3.383,5.343,10.031,3.907,27,14,0,0
849,3.256,117.688,9.651,95.598,3.782,5.227,9.12,3.42,27,14,0,0
850,2.969,119.437,8.296,99.335,3.119,5.567,9.304,3.666,27,14,0,0
851,2.885,120.167,10.432,98.047,2.626,5.38,10.387,3.76,27,14,0,0
852,3.377,122.769,8.803,101.428,2.933,6.194,9.072,3.823,27,14,0,0
853,3.084,123.131,10.412,99.64,3.659,5.464,11.636,3.455,27,14,0,0
854,3.24,122.549,8.416,101.82,2.88,5.606,9.459,3.527,28,15,0,0
855,3.322,119.937,9.924,97.524,3.115,5.565,8.614,3.428,27,14,0,0
856,3.316,122.894,8.312,102.461,2.463,5.62,9.491,3.671,26,13,0,0
857,3.182,119.606,10.838,96.932,2.845,5.087,8.796,3.569,27,15,0,0
858,3.03,119.507,9.213,98.553,3.205,5.371,9.472,3.491,25,14,0,0
859,3.425,119.825,10.328,97.895,2.905,5.499,9.374,3.465,26,15,0,0
860,3.361,117.576,9.27,97.487,2.692,5.078,9.621,3.48,26,15,0,0
861,3.139,117.584,8.838,96.611,3.119,4.879,8.862,3.514,26,16,0,0
862,3.131,118.771,8.025,98.963,3.097,5.126,9.021,3.483,26,16,0,0
863,3.228,118.97,9.434,96.498,3.37,5.911,9.918,3.719,27,17,0,0
864,3.159,122.175,9.716,100.266,3.2,5.559,9.337,3.149,27,17,0,0
865,3.367,117.623,10.789,94.827,3.044,5.813,12.103,3.506,26,16,0,0
866,3.311,117.757,8.712,97.09,2.625,5.753,10.046,3.37,27,17,0,0
867,3.305,115.914,9.075,94.689,2.936,5.499,9.261,3.101,27,17,0,0
868,3.416,120.009,9.054,98.61,3.115,5.716,9.617,3.389,27,17,0,0
869,3.445,119.581,9.509,97.001,3.518,5.466,9.769,3.386,26,17,0,0
870,3.392,128.716,10.771,103.638,3.854,5.628,9.827,3.384,26,16,0,0
871,3.24,119.197,9.248,95.978,3.089,6.645,9.524,3.048,28,18,0,0
872,3.359,121.263,8.188,99.868,3.37,5.637,9.319,3.119,27,18,0,0
873,3.439,119.517,9.744,95.611,2.836,6.398,9.659,12.255,29,18,0,1
874,3.33,118.647,9.208,96.506,3.025,5.286,9.793,3.46,27,17,0,1
875,3.255,117.207,10.531,93.887,2.761,5.524,9.765,3.148,27,17,0,0
876,3.085,119.162,8.453,98.299,3.208,5.058,8.903,3.36,25,15,0,0
877,3.137,119.687,8.988,98.109,2.977,5.554,11.778,3.91,26,17,0,1
878,3.359,122.935,8.767,100.422,3.454,5.931,9.899,3.933,27,18,0,0
879,3.469,116.82,10.047,94.583,2.808,5.624,9.578,4.306,27,18,0,0
880,3.115,121.455,8.757,99.644,3.169,5.807,9.588,4.038,28,18,0,1
881,3.181,120.332,10.205,96.614,3.476,5.258,10.116,4.006,26,16,0,1
882,3.006,119.03,9.498,97.136,3.112,5.542,10.061,3.382,26,17,0,1
883,2.987,119.318,10.426,96.053,3.281,6.497,9.586,3.541,28,18,0,1
884,2.853,123.147,8.093,102.191,3.194,5.693,10.044,3.507,27,17,0,1
885,3.33,116.004,9.437,94.613,2.964,6.112,8.857,3.64,26,16,0,1
886,3.001,117.65,8.019,97.609,3.303,5.661,9.558,3.699,27,17,0,1
887,3.059,118.699,9.181,96.183,3.318,5.998,9.8,3.108,28,18,0,1
888,3.388,119.033,8.561,98.082,2.844,5.513,9.301,3.519,27,16,0,1
889,3.373,119.344,9.28,97.244,3.129,5.678,11.569,3.498,27,17,0,1
890,3.125,121.597,8.564,99.981,3.316,5.874,10.024,3.796,27,16,0,1
891,3.289,123.049,12.053,97.685,3.688,5.689,9.897,3.764,27,15,0,0
892,3.495,121.661,8.712,99.987,3.386,5.87,9.659,3.421,26,14,0,0
893,3.242,116.766,9.505,95.035,2.827,5.24,9.406,3.29,25,13,0,0
894,3.187,118.358,8.245,98.214,3.1,5.303,9.565,3.333,25,13,0,0
895,3.216,118.614,9.944,96.23,3.053,5.187,9.342,3.07,24,13,0,0
896,3.137,120.846,9.167,99.729,3.143,5.174,9.047,2.871,24,13,0,0
897,3.063,119.298,9.956,96.74,3.083,5.403,10.976,12.633,24,14,0,1
898,3.416,120.442,9.091,98.672,2.999,5.217,9.468,2.873,23,13,0,1
899,3.194,116.239,9.137,94.336,3.086,5.104,9.174,2.841,23,13,0,1
900,3.234,118.943,8.775,97.077,3.116,5.203,9.589,2.949,24,13,0,0
901,3.57,127.003,10.091,104.053,3.47,5.757,11.809,3.851,24,13,0,0
902,3.357,124.109,8.98,103.298,2.878,4.871,9.433,4.056,24,13,0,0
903,3.294,120.409,10.212,98.523,3.041,5.177,8.788,3.017,24,13,0,0
904,3.018,121.476,8.263,100.938,3.371,4.614,9.781,3.626,23,12,0,0
905,3.567,127.378,12.129,102.71,3.026,4.817,9.722,3.551,24,13,0,0
906,3.484,127.296,9.643,104.415,3.564,6.008,9.965,4.014,25,14,0,0
907,3.488,124.625,10.142,101.229,3.209,5.346,10.173,3.623,25,14,0,0
908,3.563,125.798,8.651,103.492,3.583,5.123,9.541,3.154,25,14,0,0
909,3.358,125.579,11.213,100.753,3.446,6.34,9.41,3.489,26,14,0,0
910,3.514,122.905,10.558,100.46,2.729,5.185,9.381,3.625,24,14,0,0
911,3.268,117.551,9.304,96.362,2.818,5.235,9.253,3.444,26,15,0,0
912,3.042,121.263,8.368,99.974,3.263,5.715,9.754,3.122,25,14,0,0
913,3.426,119.3,9.771,96.219,3.242,5.955,11.489,3.721,27,16,0,0
914,3.352,122.119,8.095,101.96,2.74,5.907,9.659,3.518,27,17,0,0
915,3.245,118.224,10.817,94.716,3.139,5.211,9.742,3.419,27,17,0,0
916,3.527,121.576,8.563,99.926,3.926,5.464,8.971,3.457,26,16,0,0
917,2.898,116.645,8.607,95.523,3.227,5.4,9.409,3.49,26,16,0,0
918,2.894,118.61,8.594,97.566,3.223,4.916,9.377,3.386,25,15,0,0
919,3.287,119.163,10.56,96.789,3.05,4.981,9.716,3.887,24,14,0,0
920,3.27,122.595,10.204,100.65,3.042,5.353,9.257,3.587,24,14,0,0
921,3.256,117.108,9.532,95.272,3.309,4.977,9.064,3.475,24,14,0,0
922,3.037,120.364,8.119,100.237,3.144,5.451,9.317,3.612,24,14,0,0
923,3.287,117.477,9.735,94.869,3.397,5.453,9.825,3.608,24,14,0,0
924,3.341,121.214,8.429,99.315,3.64,5.231,9.348,3.566,24,13,0,0
925,3.295,117.166,9.351,96.692,2.773,4.833,12.106,3.635,24,13,0,0
926,3.07,119.256,9.053,97.876,3.022,5.027,10.239,3.75,25,14,0,0
927,3.543,119.883,9.148,98.051,3.145,5.212,8.737,4.094,25,14,0,0
928,3.2,119.256,8.267,99.314,3.032,5.439,9.595,4.115,25,14,0,0
929,3.24,118.887,10.265,96.425,2.881,5.293,10.219,4.131,25,13,0,0
930,2.939,118.721,8.505,98.376,2.859,5.105,9.925,4.332,24,11,0,0
931,3.264,118.083,10.616,94.993,3.228,5.23,10.165,4.751,25,11,0,0
932,2.646,119.613,10.278,96.725,3.151,5.485,10.229,4.567,26,12,0,0
933,3.066,117.794,9.73,95.896,2.901,5.199,9.12,3.647,25,12,0,0
934,3.297,120.346,9.276,98.358,3.325,5.306,10.302,3.799,26,12,0,0
935,2.871,119.933,8.819,98.338,3.236,5.316,10.047,3.951,26,12,0,0
936,3.22,118.69,8.428,98.088,2.731,5.34,10.466,3.853,25,12,0,0
937,3.097,117.353,9.319,95.474,3.123,5.533,11.769,4.199,25,12,0,0
938,2.878,119.067,8.577,97.955,2.91,5.863,10.266,3.808,25,12,0,0
939,3.055,117.19,8.924,96.19,2.883,4.908,9.215,3.764,25,12,0,0
940,3.271,119.049,8.328,97.902,3.196,5.125,10.07,3.629,24,12,0,0
941,3.284,119.185,9.397,96.93,3.27,5.346,9.692,3.431,24,12,0,0
942,3.064,120.649,8.524,99.08,3.207,4.992,9.916,3.677,24,12,0,0
